business_id,name,address,Score,date,latitude,longitude
2198,MONTE CARLO BAR & GRILL,1705 YOSEMITE ST ,80,20130326,37.727986,-122.393725
2199,PANTA REI,431 COLUMBUS AVE ,78,20120830,37.798918,-122.40829099999999
2200,ORIGINAL U.S. RESTAURANT,515 COLUMBUS AVE ,85,20130103,37.799837,-122.409517
2201,WALI BAKERY AND CAFÉ,1249 STOCKTON ST ,71,20130319,37.797284999999995,-122.408603
2205,YOU'S DIM SUM RESTAURANT,675 BROADWAY ST ,79,20120920,37.797683,-122.408157
2206,LES CROISSANT CAFE,1840 GEARY BLVD ,89,20121213,37.784488,-122.433775
2216,HONG KONG CLAY POT CITY RESTAURANT,960 GRANT AVE ,70,20130115,37.795868,-122.406557
2218,STARBUCKS COFFEE,99 JACKSON ST ,86,20121128,37.79703,-122.398284
2219,CHUNG KING RESTAURANT,606 JACKSON ST ,94,20130116,37.796259,-122.40529
2223,GARDEN BAKERY,765 JACKSON ST ,79,20130114,37.795835,-122.40782800000001
2226,PALIO PANINOTECA,505 MONTGOMERY ST ,94,20121120,37.793841,-122.402947
2228,TOKYO EXPRESS,660 SACRAMENTO ST ,82,20121113,37.793698,-122.40398400000001
2233,THE AA BAKERY & CAFE,1068 STOCKTON ST ,74,20120918,37.795564,-122.40808999999999
2234,KAM LOK RESTAURANT,834 WASHINGTON ST ,75,20120814,37.795118,-122.40708300000001
2235,GOLDEN HORSE RESTAURANT,1060 HYDE ST ,81,20121023,37.790787,-122.417327
2240,LE REGENCY,18 CALIFORNIA ST,100,20130115,37.793687,-122.396592
2243,CAFE CLAUDE,7 CLAUDE LN ,100,20121025,37.789857,-122.404302
2244,STARBUCKS COFFEE,295 CALIFORNIA ST ,100,20121024,37.793225,-122.399899
2245,STARBUCKS COFFEE,0264 KEARNY ST,100,20121025,37.790498,-122.403896
2249,RAMZI'S CAFE,0044 MONTGOMERY ST  LL1,98,20121031,37.789552,-122.401999
2252,NIJI JAPANESE GRILL,50 POST ST SPACE #53-54,100,20130213,37.789064,-122.40286100000002
2256,BLUE DANUBE COFFEE HOUSE,306 CLEMENT ST ,96,20121129,37.783058000000004,-122.462502
2257,BISTRO BURGER,343 SANSOME ST ,93,20130307,37.793693,-122.40119399999999
2261,RITZ-CARLTON SF - EMPLOYEE CAFETERIA,600 STOCKTON ST 2ND FLOOR,90,20130425,37.791757000000004,-122.407377
2262,RITZ-CARLTON SF - BANQUET KITCHEN,600 STOCKTON ST 2ND FLOOR,92,20130425,37.791757000000004,-122.407377
2263,TAIWAN RESTAURANT,445 CLEMENT ST ,96,20120912,37.782933,-122.46408899999999
2265,H CAFÉ,3801 17TH ST ,85,20120514,37.762705,-122.43073999999999
2266,ALI BABA'S CAVE RESTAURANT,799 VALENCIA ST ,98,20130416,37.760164,-122.421334
2268,TIN FISH AT EAGLE CAFÉ,PIER 39  #201,96,20120508,37.808240000000005,-122.41018899999999
2270,WEI LEE CHINESE FOOD & DONUT,700 CLEMENT ST ,72,20121113,37.782858000000004,-122.46673200000001
2273,COLE VALLEY CAFÉ,701 COLE ST ,80,20130122,37.768474,-122.450553
2274,LA MEDITERRANEE,288 NOE ST ,98,20130220,37.764489000000005,-122.433195
2276,CHINO'S TAQUERIA,3416 BALBOA ST ,100,20130107,37.775828000000004,-122.49558200000001
2279,GOLDEN DONUT,5401 GEARY BLVD ,94,20130124,37.780353000000005,-122.477399
2280,SAKANA BUNE RESTAURANT,5701 GEARY BLVD ,90,20121219,37.780204,-122.480599
2282,PACIFIC CAFE,7000 GEARY BLVD ,100,20120917,37.779668,-122.49456200000002
2291,CHEUNG HING CHINESE RESTAURANT,2339 NORIEGA ST ,84,20121105,37.753663,-122.488929
2292,ORIENTAL SEAFOOD RESTAURANT,2520 NORIEGA ST ,87,20121105,37.753638,-122.49071200000002
2293,GOLD MIRROR RESTAURANT,800 TARAVAL,96,20130108,37.743118,-122.474802
2298,MCCARTHY'S PORTALS,179 WEST PORTAL AVE ,90,20130304,37.739008,-122.467821
2299,STARBUCKS COFFEE,1401 VAN NESS AVE ,98,20130327,37.788476,-122.422099
2302,MANOR COFFEE SHOP,321A WEST PORTAL AVE ,65,20120716,37.73762,-122.469396
2305,TIA MARGARITA INC,300 19TH AVE ,100,20120320,37.782123999999996,-122.478425
2307,ASIA EXPRESS,1650 HOLLOWAY AVE ,90,20130129,37.720894,-122.478029
2308,GOLDILOCKS,4516 MISSION ST ,100,20121217,37.725559999999994,-122.434196
2309,BURGER KING,4780 MISSION ST ,98,20130111,37.72169,-122.43713500000001
2312,OCEAN PIZZA RESTAURANT,1443 OCEAN AVE ,91,20130213,37.724166,-122.45773500000001
2313,HOT DOG BILLS #2 (DRIVING RANGE),599 SKYLINE BLVD ,100,20121107,37.708887,-122.49793400000001
2315,TAQUERIA CAN-CUN,2288 MISSION ST ,89,20130315,37.760487,-122.41928500000002
2317,BURGER JOINT,807 VALENCIA ST ,100,20130415,37.759933000000004,-122.421356
2318,GARCON,1101 VALENCIA ST,98,20120418,37.755291,-122.420898
2323,BLUE FRONT DELI,1430 HAIGHT ST ,92,20121009,37.770146999999994,-122.446044
2325,THE CITRUS CLUB,1790 HAIGHT ST ,86,20120820,37.769428000000005,-122.451604
2326,IRMA'S PAMPANGA RESTAURANT,2901 16TH ST ,96,20130509,37.765122999999996,-122.417919
2331,JADE CAFE,1688 BRYANT ST ,90,20120921,37.765755,-122.410601
2334,LA PAZ RESTAURANT,1028 POTRERO AVE ,80,20121218,37.755693,-122.40665
2335,VELVET CANTINA,3349 23RD ST ,93,20120530,37.753743,-122.41947900000001
2336,RISTORANTE TI PIACERA,1507 POLK ST ,85,20121108,37.790645,-122.42076499999999
2337,TACO LOCO,3274 24TH ST ,94,20120530,37.752308,-122.41788100000001
2339,COMPANY RESTAURANT,1000 GUERRERO ST,96,20121023,37.754988,-122.42319499999999
2340,CAFE QUE TAL,1005 GUERRERO ST,96,20120524,37.754923,-122.423126
2343,GRAND MISSION DONUT & BAKERY,2195 MISSION ST ,100,20130312,37.761928999999995,-122.419308
2345,LUNG SHAUN RESTAURANT,2234 MISSION ST ,89,20130314,37.761207,-122.41934499999999
2346,LAWRENCE BAKERY CAFE,2290 MISSION ST ,100,20130318,37.760477,-122.419275
2347,LAS TINAJAS,2338 MISSION ST ,100,20130318,37.759567,-122.41918500000001
2351,TAQUERIA ALTENIA,2588 MISSION ST ,93,20130325,37.755644000000004,-122.41883100000001
2352,SMILE'S  B.B.Q.,2619 MISSION ST,80,20130424,37.755013,-122.41866499999999
2356,TAQUERIA EL FAROLITO,2779 MISSION ST,82,20121102,37.752634,-122.41848600000002
2357,CHINA EXPRESS,2798 MISSION ST,90,20121108,37.752408,-122.418535
2358,TAQUERIA SAN JOSE #1,2830 MISSION ST,92,20121114,37.751687,-122.41845500000001
2359,LA TRAVIATA,2854 MISSION ST,89,20120323,37.751296,-122.41841399999998
2360,LA TAQUERIA,2889 MISSION ST,72,20130416,37.750855,-122.41828600000001
2362,NICARAGUA RESTAURANT,3015  MISSION ST,81,20130430,37.748757,-122.418047
2363,JENNY & JESSE RESTAURANT,3322 MISSION ST ,94,20121213,37.743547,-122.42128799999999
2366,JAVALENCIA,0920 VALENCIA ST,83,20121218,37.75816,-122.421291
2369,CLOONEY'S,1401 VALENCIA ST ,91,20120611,37.750374,-122.420456
2373,HERBIVORE-THE EARTHLY GRILL,531 DIVISADERO ST ,89,20130108,37.774544,-122.437734
2374,BEAN BAG COFFEE HOUSE,601 DIVISADERO ST ,90,20121228,37.775184,-122.43786399999999
2375,FLY,762 DIVISADERO ST ,87,20130109,37.776707,-122.438097
2377,SQUAT & GOBBLE CAFE #1,237 FILLMORE ST ,80,20121227,37.771707,-122.43043200000001
2384,TWO JACKS SEAFOOD,401 HAIGHT ST ,89,20120321,37.772273999999996,-122.428997
2385,CAFE INTERNATIONAL,508 HAIGHT ST ,96,20130222,37.772096999999995,-122.43081399999998
2387,MEMPHIS MINNIE'S BBQ,576 HAIGHT ST ,85,20130213,37.771978000000004,-122.43165400000001
2388,BEST OF THAI NOODLE,1418 HAIGHT ST ,85,20130108,37.770222,-122.44568000000001
2390,GOLDEN RICE BOWL,1030 IRVING ST ,58,20121129,37.763958,-122.469031
2397,PLOY #2 THAI CUISINE,1770 HAIGHT ST ,94,20120927,37.769458,-122.45135400000001
2401,FLIPPERS GOURMET BURGERS,482 A HAYES ST ,75,20130422,37.779847,-122.418985
2404,"ORBIT ROOM CAFE, THE",1900 MARKET ST ,96,20130124,37.770503000000005,-122.42530900000001
2406,THEP-PHANON,400 WALLER ST ,94,20120611,37.77124,-122.430299
2407,BUTTER,354 11TH ST ,98,20130227,37.771167999999996,-122.413179
2409,MISSION HUNAN RESTAURANT,2960 16TH ST ,94,20130509,37.765142,-122.419026
2410,TIN TAN CAFE,3065 16TH ST ,92,20121127,37.764933,-122.42100900000001
2418,MANIVANH THAI RESTAURANT,2732 24TH ST ,85,20130227,37.752968,-122.40706200000001
2420,TAQUERIA SAN FRANCISCO,2794 24TH ST ,88,20120912,37.752908000000005,-122.40801299999998
2421,ST FRANCIS FOUNTAIN,2801 24TH ST ,77,20121001,37.752833,-122.408349
2426,BOOGALOOS,3296 22ND ST ,93,20130124,37.755357000000004,-122.420652
2427,TAQUERIA EL FAROLITO #3,2950 24TH ST ,77,20120716,37.752728000000005,-122.41112199999999
2428,LA GALLINITA,2989 24TH ST ,64,20130403,37.752634,-122.411658
2433,PUERTO ALEGRE NO. 2,2950 25TH ST ,90,20121126,37.751208,-122.40916200000001
2437,MANORA'S THAI CUISINE,1600 FOLSOM ST ,90,20120510,37.770748,-122.41513700000002
2447,NEW CASTILLITO INC.,2092 MISSION ST ,98,20130312,37.76356,-122.419582
2453,KENNY'S RESTAURANT,518 SOUTH VAN NESS AVE ,78,20130115,37.764851,-122.417529
2454,SAN JALISCO,901 SOUTH VAN NESS AVE ,89,20130318,37.758634,-122.41686599999998
2455,MUDDY WATERS,521 VALENCIA ST ,100,20130425,37.764484,-122.421815
2463,BLOSSOM BAKERY,133 WAVERLY PL ,98,20121127,37.794723,-122.406944
2465,THE GRUBSTAKE,1525 PINE ST ,92,20121004,37.789563,-122.42086599999999
2468,ANDY'S EXCELLENT CHINESE CUISINE #2,2401 POLK ST ,81,20130122,37.798953999999995,-122.422404
2469,OKOZE SUSHI,1207 UNION ST ,87,20121010,37.799143,-122.41931699999999
2472,STARBUCKS COFFEE,1501 FILLMORE ST ,98,20121019,37.783505,-122.43278400000001
2475,FATTOUSH RESTAURANT,1361 CHURCH ST,94,20120514,37.749015,-122.42716499999999
2483,CAFE UNION,1830 UNION ST ,96,20121022,37.797878000000004,-122.42950400000001
2493,MIYABI JAPANESE RESTAURANT,253 CHURCH ST ,87,20130110,37.766735,-122.428836
2495,STARBUCK'S COFFEE #525,2222 FILLMORE,100,20121025,37.790157,-122.43403700000002
2497,PLUTO'S,3258 SCOTT ST ,82,20121106,37.799796,-122.441041
2501,POSH BAGEL,266 SUTTER ST ,100,20130108,37.789718,-122.404974
2505,AMERICANA GRILL & FOUNTAIN,3532 BALBOA ST ,90,20130513,37.775806,-122.49660800000001
2507,ALEGRIAS,2018 LOMBARD ST ,100,20130508,37.800048,-122.43471399999999
2517,NOAH'S NEW YORK BAGELS #2127,2213 FILLMORE ST ,96,20121003,37.790124,-122.434104
2519,PACIFIC PLAZA CAFE,1340 FRANKLIN ST ,94,20130228,37.786864,-122.42321799999999
2520,ROYAL GROUND COFFEE,2060 FILLMORE ST ,90,20121026,37.788546999999994,-122.433676
2521,LOVEJOY'S TEAROOM & ANTIQUES,1351 CHURCH ST,96,20120411,37.749154,-122.427176
2523,VENICE PIZZA AND RESTAURANT,5228 MISSION ST ,94,20130419,37.715315000000004,-122.442007
2525,KILOWATT,3160 16TH ST ,93,20121203,37.764893,-122.423133
2535,PEET'S COFFEE & TEA,2197 FILLMORE ST ,98,20120514,37.789787,-122.434067
2538,KATES KITCHEN,471 HAIGHT ST ,80,20120305,37.772163,-122.429927
2540,MOISHE'S PIPPIC,425A HAYES ST ,89,20130425,37.776762,-122.42344399999999
2542,PETER D'S RESTAURANT, VAN NESS ST ,74,20121219,37.795993,-122.423585
2544,EMPEROR PALACE RESTAURANT,0530 BALBOA ST,78,20130205,37.777253,-122.464359
2548,NOAH'S NEW YORK BAGELS #2120,3519 CALIFORNIA ST ,90,20130212,37.786564,-122.45188700000001
2549,THAI CAFÉ,3407 GEARY BLVD ,83,20130321,37.781304,-122.455582
2553,ITS TOPS COFFEE SHOP,1801 MARKET ST ,100,20130328,37.771497,-122.423802
2555,EXTREME PIZZA,1980 UNION ST ,86,20130419,37.797578,-122.43188300000001
2559,HAI'S RESTAURANT,227 HYDE ST,90,20130416,37.782953000000006,-122.41580400000001
2561,ANANDA FUARA,1298 MARKET ST ,62,20130501,37.777824,-122.41596899999999
2578,STARBUCKS COFFEE,1255 BATTERY ST ,100,20130207,37.802545,-122.40186399999999
2579,SB40/CARMENS RESTAURANT, PIER 40 THE EMBARCADERO  ,98,20130313,37.781620000000004,-122.387677
2580,CAFE MARS,798 BRANNAN ST ,91,20130501,37.773174,-122.40311000000001
2586,J & E CAFE,2537 24TH ST ,82,20120523,37.75305,-122.40470900000001
2588,THE CLIFT HOTEL (CAFETERIA),495 GEARY ST LOWER LEVEL,94,20130124,37.786974,-122.41113600000001
2589,DOJIMA-ANN,219 O'FARRELL ST ,92,20120821,37.786363,-122.40835700000001
2590,SF HILTON - MAIN KITCHEN,333 O'FARRELL ST LOBBY LEVEL,96,20130306,37.786094,-122.410467
2592,STARBUCKS COFFEE,201 POWELL ST ,98,20130116,37.786804,-122.40813500000002
2593,BELLA TRATTORIA,3854 GEARY BLVD ,90,20120607,37.781268,-122.460842
2594,DENNY'S RESTAURANT,5530 GEARY BLVD ,77,20120601,37.780439,-122.47889199999999
2596,LA VIE VIETNAMESE REST,5830 GEARY BLVD ,92,20130318,37.780297999999995,-122.482022
2597,STARBUCKS COFFEE,2018 MARKET ST ,100,20121126,37.768743,-122.427549
2598,ROUND TABLE PIZZA,4523 MISSION ST ,98,20121126,37.725871000000005,-122.43388600000002
2599,HONG KONG RESTAURANT,2728 SAN BRUNO AVE ,76,20130102,37.727159,-122.403452
2600,CANTO DO BRAZIL,41 FRANKLIN ST ,90,20121214,37.774975,-122.42094399999999
2601,SOTANO GRILL,550 POWELL ST,86,20130110,37.789883,-122.408666
2609,PRIDE OF THE MEDITERRANEAN,1761 FILLMORE ST,79,20130201,37.785718,-122.43326200000001
2610,CAFE LA BOHEME,3318 24TH ST ,80,20130417,37.752284,-122.41892800000001
2613,ESCAPE FROM N.Y. PIZZA,508 CASTRO ST ,96,20130423,37.760656,-122.43505
2615,THAI CHEF 2,4133 18TH ST ,77,20120815,37.760813,-122.43578899999999
2619,KEZAR BAR & RESTAURANT,900 COLE ST ,80,20120718,37.765538,-122.44988700000002
2620,BAMBINO'S RISTORANTE,945 COLE ST ,87,20121115,37.765174,-122.44988400000001
2622,WING HING RESTAURANT,2550 SAN BRUNO AVE ,83,20121206,37.729408,-122.40439099999999
2627,BURGERMEISTER,138 CHURCH ST ,96,20120615,37.768776,-122.42909499999999
2632,MARTHA & BROS COFFEE CO,745 CORTLAND AVE ,90,20121026,37.738927000000004,-122.41475700000001
2633,STARBUCKS COFFEE,505 SANSOME ST ,92,20130213,37.795141,-122.401513
2638,SF BAGEL CO. (KATZ BAGELS),3147 16TH ST ,94,20121204,37.764814,-122.42308899999999
2643,THE CREPEVINE,216 CHURCH ST ,98,20130109,37.766903000000006,-122.428954
2645,RANGE,842 VALENCIA ST,94,20130102,37.759417,-122.421376
2646,THE PHOENIX BAR & RESTAURANT,811 VALENCIA ST ,96,20130415,37.759823,-122.421346
2648,BALONPIE,3349 18TH ST ,81,20130123,37.761835999999995,-122.418296
2649,WAN KEE RESTAURANT,2152 MISSION ST ,94,20130313,37.762527,-122.419475
2652,VILLAGE PIZZERIA,1243 VAN NESS AVE ,96,20130129,37.787354,-122.421844
2653,MI LINDO PERU',3226 MISSION ST ,94,20130115,37.745069,-122.420277
2659,HUNAN CHEF,525 CORTLAND AVE ,78,20121120,37.739048,-122.41601899999999
2664,ALICE'S RESTAURANT,1599 SANCHEZ ST,88,20130116,37.743602,-122.428803
2667,ARIAKE,5041 GEARY BLVD ,98,20121204,37.780522999999995,-122.47358
2671,MANDARIN VILLA RESTAURANT,101 OAK ST ,72,20130501,37.775151,-122.42098700000001
2674,YUZU,3347 FILLMORE ST ,94,20120607,37.800494,-122.43621399999999
2676,FIREFLY,4288 24TH ST ,94,20120725,37.751068,-122.43824199999999
2678,EL PATIO TAQUERIA,3193 MISSION ST ,92,20130508,37.745803,-122.419703
2682,EL AHORRO,3456 MISSION ST ,90,20120817,37.741398,-122.42263799999999
2683,SWATDEE,4166 24TH ST ,89,20121106,37.751238,-122.435562
2684,ERIC'S RESTAURANT,1500 CHURCH ST,88,20121126,37.746759000000004,-122.42699499999999
2688,EL ZOCALO RESTAURANT,3230 MISSION ST ,87,20120828,37.745009,-122.420317
2689,THE BLUE PLATE,3218 MISSION ST ,98,20130225,37.745158,-122.420217
2690,LOS PANCHOS,3206 MISSION ST ,91,20120828,37.745515999999995,-122.420004
2692,TYGER'S,2798 DIAMOND ST ,100,20130118,37.734579,-122.4339
2697,HOWARD'S CAFE,1309 09TH AVE ,55,20121126,37.758941,-122.48591
2700,NANJING ROAD,1360 09TH AVE ,74,20120912,37.758941,-122.48591
2702,HERBIVORE-THE EARTHLY GRILL,983 VALENCIA ST ,93,20130410,37.757203999999994,-122.42109599999999
2704,JUDY'S CAFE,2268 CHESTNUT ST ,94,20130508,37.800297,-122.440554
2706,MEZES RESTAURANT,2373 CHESTNUT ST ,90,20121024,37.799988,-122.44236699999999
2709,MELS DRIVE IN,2165 LOMBARD ST ,87,20120822,37.799684,-122.437106
2714,BARNEY'S GOURMET BURGER,3344 STEINER ST ,96,20121009,37.800266,-122.437777
2716,RED A BAKERY,634 CLEMENT ST ,90,20130322,37.782888,-122.466101
2717,GOURMET DIM SUM & CAFE,651 CLEMENT ST ,77,20121113,37.782823,-122.46635900000001
2721,RED JADE RESTAURANT,245 CHURCH ST.,98,20130114,37.766814000000004,-122.428846
2724,HUNAN EMPIRE,2001 UNION ST #107,83,20121010,37.797443,-122.43253700000001
2725,BOBOQUIVARI'S,1450 LOMBARD ST ,91,20120925,37.801218,-122.42553500000001
2731,MISSION STEAK,55 04TH ST ,100,20130509,37.784964,-122.404752
2732,THE CREEK CAFE,0968 VALENCIA ST,90,20121210,37.757389,-122.421213
2733,NEW MANGIA TUTTI RISTORANTE,635 CLAY ST ,84,20130115,37.794563000000004,-122.40376599999999
2737,CAFFE' ROMA,885 BRYANT ST ,92,20121203,37.774677000000004,-122.404222
2738,RAINBOW WAY RESTAURANT,483 03RD ST ,79,20120809,37.781574,-122.39613200000001
2739,ROSE'S CAFE,2298 UNION ST ,85,20120529,37.796927000000004,-122.43697399999999
2743,NOAH'S NEW YORK BAGELS #2147,2300 16 TH ST ,98,20121010,37.765708000000004,-122.409002
2749,TAQUERIA CANCUN,3211 MISSION ST ,91,20130508,37.745433,-122.419945
2750,HAMANO SUSHI,1332 CASTRO ST,94,20120503,37.750778000000004,-122.43406499999999
2751,CAFÉ PONTE,751 DIAMOND ST,91,20130415,37.751403,-122.43628600000001
2752,TERRACE CAFE,2100 WEBSTER ST ,92,20121003,37.790069,-122.432317
2755,SOCIALE,3665 SACRAMENTO ST ,94,20121114,37.787364000000004,-122.45298999999999
2756,STARBUCKS COFFEE,3595 CALIFORNIA ST ,94,20130212,37.786404,-122.453207
2758,OSTERIA,3277 SACRAMENTO ST ,94,20130212,37.788183000000004,-122.446757
2759,CASA MEXICANA,180 CHURCH  ,94,20121126,37.768127,-122.429024
2764,AL-HAMRA,3083 16TH ST ,90,20121128,37.764913,-122.42134899999999
2766,TAQUERIA GUADALAJARA,4798 MISSION  ,87,20130412,37.721191,-122.43755
2767,HUI LAU SHAN SF,5217 GEARY BLVD ,88,20130124,37.780433,-122.47541899999999
2768,STARBUCKS COFFEE,442 GEARY ST ,98,20130214,37.787131,-122.41058500000001
2771,DOLORES PARK CAFE,501 DOLORES,100,20120606,37.761324,-122.42593500000001
2773,TOGO'S EATERY,2300 16TH ST ,98,20120921,37.765708000000004,-122.409002
2777,STARBUCKS COFFEE,052 CALIFORNIA ST,100,20121024,37.793632,-122.397023
2778,LEE'S DELI,303 02ND ST ,98,20121219,37.784954,-122.395922
2780,PEETS COFFEE,217 MONTGOMERY ST ,100,20130319,37.791113,-122.402396
2784,JAMBA JUICE CO,"022 BATTERY ST,  SPACE D",100,20121009,37.791554,-122.399565
2785,G & L RESTAURANT,198 LELAND AVE ,84,20121114,37.712517,-122.407152
2788,SUSHI HUNTER,1701 POWELL ST ,86,20120328,37.800424,-122.410894
2790,MIKADO SUSHI,1684 BRYANT ST ,92,20120921,37.765805,-122.410605
2796,JAMBA JUICE,2014 MARKET ST ,91,20120829,37.769061,-122.42719
2797,MELS DRIVE-IN,1050 VAN NESS AVE ,87,20130107,37.785358,-122.421357
2798,MONGKOK DIM SUM & RESTAURANT,2438 NORIEGA  ST,83,20121002,37.753678,-122.489972
2799,STARBUCKS COFFEE,780 MARKET ST ,98,20120904,37.786124,-122.40541999999999
2803,MO'S GRILL,772 FOLSOM ST ,90,20121213,37.782524,-122.400649
2805,STARBUCKS COFFEE,390 STOCKTON ST,92,20120928,37.789266999999995,-122.40687700000001
2807,GRANDEHO'S KAMEKYO II,2721 HYDE ST ,90,20121226,37.806153,-122.420474
2808,NEW EMMY'S RESTAURANT,1923 OCEAN AVE ,82,20120904,37.725404,-122.462776
2809,THE RESIDENCE,718 14TH ST ,94,20120801,37.767718,-122.429422
2810,STARBUCKS COFFEE,222 MASON ST ,100,20130425,37.785647999999995,-122.409497
2815,TANDOOR ON HAIGHT,525 HAIGHT ST ,92,20120620,37.772033,-122.430877
2818,STARBUCKS COFFEE,36 02ND ST ,96,20130103,37.788727,-122.400798
2820,MOCHICA,937 HARRISON ST ,86,20120611,37.778377,-122.40263200000001
2821,FORBES ISLAND CORPORATION,PIER 39 WEST MARINA,94,20120321,37.799785,-122.415305
2823,GRAND HYATT - BISTRO-EMPLOYEE CAFETERIA,345 STOCKTON ST FLR 2B,88,20121219,37.788944,-122.406884
2826,PENA PACHAMAMA,1630 POWELL ST ,74,20130319,37.799718,-122.410677
2827,SOUTH END GRILL 'N' BAR,1499 VALENCIA ST,79,20121030,37.748965000000005,-122.420285
2828,JOEY'S,517 O'FARRELL ST ,98,20130207,37.785713,-122.41325900000001
2829,EAGLE PIZZA,1712 TARAVAL ST ,90,20120524,37.742688,-122.484541
2833,LEFTY O`DOUL`S,333 GEARY ST ,83,20130212,37.787273,-122.408717
2836,HARD ROCK CAFE,PIER 39  BUILDING Q1,87,20130419,37.808240000000005,-122.41018899999999
2837,KITARO JAPANESE RESTAURANT,5723 GEARY BLVD ,94,20121219,37.780193,-122.48088
2840,THE OLYMPIC CLUB AT LAKESIDE,599 SKYLINE BLVD ,96,20121019,37.708887,-122.49793400000001
2841,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",599 SKYLINE BLVD ,92,20121019,37.708887,-122.49793400000001
2842,SEASONS RESTAURANT,757 MARKET ST 5/FL,96,20120927,37.786476,-122.404852
2843,SAN RAKU RESTAURANT,704 SUTTER ST ,94,20130312,37.788798,-122.41216399999999
2849,KELLS,530 JACKSON ST ,84,20130220,37.796378000000004,-122.40402399999999
2851,ZUPPA,564 04TH ST ,86,20121217,37.778797,-122.39717900000001
2854,SANRAKU,101 04TH ST 1/F,90,20130416,37.784548,-122.40418999999999
2857,JILLIAN'S,101 04TH ST 170,90,20121219,37.784548,-122.40418999999999
2858,KOKKARI,200 JACKSON ST ,96,20130211,37.796918,-122.399864
2861,AT&T - MAIN KITCHEN/SUITE LEVEL [145084],24 WILLIE MAYS PLAZA 4.10.03  ,89,20130405,37.778382,-122.39115100000001
2862,JASPER'S CORNER TAP & KITCHEN,401 TAYLOR ST ,94,20120924,37.786042,-122.41139199999999
2863,HAYSTACK PIZZA RESTAURANT,3881 24TH ST ,87,20120726,37.751573,-122.429189
2866,ELIZA'S RESTAURANT,2877 CALIFORNIA ST ,98,20130129,37.787884000000005,-122.441657
2869,HOLIDAY INN EXPRESSHOTEL - PANTRY KITCHEN,550 NORTH POINT ST ,96,20120521,37.806288,-122.41624399999999
2870,FOUNTAIN CAFE,"50 POST ST, SUITE B62",100,20120613,37.789064,-122.40286100000002
2871,STARBUCK'S COFFEE #6605,2727 MARIPOSA ST ,100,20130212,37.762963,-122.41070900000001
2873,SUSHI ROCK,1608 POLK ST ,86,20121019,37.791604,-122.420818
2879,ROY'S,575 MISSION ST ,83,20130207,37.788357,-122.39931200000001
2880,ALPHA MARKET,960 COLE ST ,90,20130507,37.765007000000004,-122.449777
2883,CAFE DELUCCHI,500 COLUMBUS AVE ,94,20121023,37.799775,-122.40933400000002
2884,STARBUCKS COFFEE,44 MONTGOMERY ST ,100,20130319,37.789705,-122.402056
2885,MOMO'S,760 02ND ST ,100,20130403,37.780046999999996,-122.389859
2893,FOREIGN CINEMA,2534 MISSION ST ,100,20130320,37.756417,-122.418884
2896,TLALOC TAQUERIA,525 COMMERCIAL ST ,86,20130313,37.794307,-122.40178799999998
2898,THE CHEESECAKE FACTORY,"251 GEARY ST, 8TH FLOOR",67,20120912,37.787423,-122.407417
2899,PUBLIC HOUSE/MIJITA,24 WILLIE MAYS PLAZA  ,100,20130221,37.778382,-122.39115100000001
2902,MYCONOS RESTAURANT,1431 POLK ST ,82,20121204,37.789964000000005,-122.42059499999999
2905,BUCKSHOT BAR,3848 GEARY BLVD ,92,20121101,37.781268,-122.460842
2907,MARKET CAFÉ,2130 FULTON ST ,89,20130417,37.775117,-122.45206499999999
2910,LUNA PARK,0694 VALENCIA ST,94,20120601,37.761809,-122.42163899999998
2917,OMNI S.F. HOTEL - MAIN KITCHEN,"500 CALIFORNIA ST, 1ST FLOOR",100,20121018,37.792888,-122.403135
2919,OMNI S.F. HOTEL - RESTAURANT & BAR,"500 CALIFORNIA ST, 1ST FLOOR",100,20121018,37.792888,-122.403135
2920,ACADEMY OF ARTS UNIV- I HOUSE CAFÉ,860 SUTTER ST ,96,20130506,37.788498,-122.41451399999998
2922,THE WHITE HORSE,637 SUTTER ST ,96,20121004,37.788882,-122.41083300000001
2924,LEATHERNECK STEAKHOUSE - MARINES' MEMORIAL ASSN,"609 SUTTER ST,  12TH FLOOR",94,20121119,37.788954,-122.410467
2925,MARINES MEMORIAL CLUB - BANQUET,"609 SUTTER ST, 10TH FLOOR",100,20121119,37.788954,-122.410467
2926,LUQUES RESTAURANT & BAR,433 POWELL ST ,92,20130220,37.788672999999996,-122.408524
2927,THE THAI STICK,698 POST ST ,86,20130107,37.787746999999996,-122.41333
2928,ELKS CLUB,"450 POST ST, 3RD FLOOR",98,20120723,37.788188,-122.40928400000001
2929,ACADEMY OF ARTS UNIVERSITY,1055 PINE ST ,94,20130312,37.790523,-122.41315800000001
2932,IL FORNAIO GASTRONOMIA ITALIANA,1265 BATTERY ST ,84,20130211,37.802914,-122.40193500000001
2933,CASTAGNOLA'S RESTAURANT,286 JEFFERSON ST ,78,20130228,37.808098,-122.417194
2941,HARRINGTON'S BAR & GRILL,245 FRONT ST ,100,20130207,37.793914,-122.39898400000001
2942,WHOLE FOODS MARKET,1765 CALIFORNIA ST ,94,20130308,37.790193,-122.423437
2943,TARANTINO'S,206 JEFFERSON ST ,83,20130107,37.808138,-122.41665400000001
2944,FISHERMAN'S GROTTO,2847 TAYLOR ST ,70,20130417,37.808417,-122.415888
