id;country;description;designation;points;price;province;taster_name;title;variety;winery;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol
208;Portugal;Some slightly sappy elements mingle with cinnamon and blackberries in the aromas of this complex red, Anise and cherry flavors appear on the palate, along with mild bitter chocolate on the finish, Lots of interesting things here in this medium-weight, food-friendly wine,;Tinto;86;14;Douro;Roger Voss;Calços do Tanha 1996 Tinto Red (Douro);Portuguese Red;Calços do Tanha;7.5;0.61;0.2;1.7;0.076;36;60;0.99494;3.1;0.4;9.3
209;Portugal;Time in oak has given this wine great depth and richness, Its tannins are finely integrated into the spice and black fruit flavors, Solid and concentrated, it is going to develop into a serious pour, Drink from 2017,;Reserva;91;30;Douro;Roger Voss;Evel 2011 Reserva Red (Douro);Portuguese Red;Evel;7.4;0.6;0.26;2.1;0.083;17;91;0.99616;3.29;0.56;9.8
210;Portugal;This is big, ripe, chocolate and dark-fruit flavored wine that shows concentrated tannins and dense wood, Blackberry tones are starting to push through to give this impressive wine balance and a serious future, Drink from 2017,;Romeira Reserva;90;12;Alentejano;Kerin O’Keefe;Caves Velhas 2013 Romeira Reserva Red (Alentejano);Portuguese Red;Caves Velhas;9.9;0.32;0.56;2;0.073;3;8;0.99534;3.15;0.73;11.4
211;Portugal;Firm and structured, this has dense tannins as well as fruity character, Both the texture and the black plum fruits are concentrated, Flavors of wood aging have smoothed out the naturally stalky character of the fruit, Drink from 2016,;Cape Roca Lighthouse Reserva;90;19;Douro;Roger Voss;Casca Wines 2012 Cape Roca Lighthouse Reserva Red (Douro);Portuguese Red;Casca Wines;7.9;0.34;0.42;2;0.086;8;19;0.99546;3.35;0.6;11.4
212;Portugal;"A wonderful, rich wine, fermented in open stone lagars, giving a concentrated, beautifully soft wine, The texture is dense and velvety; ripe black fruits are given further complexity by wood aging, A superb wine, powerful and elegant,";Reserva;94;35;Dão;Joe Czerwinski;Vinha Paz 2007 Reserva Red (Dão);Portuguese Red;Vinha Paz;4.9;0.42; -   ;2.1;0.048;16;42;0.99154;3.71;0.74;14
213;Portugal;Rui Reguinga, named Portugal's Winemaker of the Year in 2009, produces this sumptuous wine, The fruit is rich, with jammy berries and plums, balanced with spice from wood aging, The core of tannins suggests a powerful wine that will age well,;Reserva;94;38;Alentejano;Michael Schachner;Quinta do Quetzal 2007 Reserva Red (Alentejano);Portuguese Red;Quinta do Quetzal;15;0.21;0.44;2.2;0.075;10;24;100.005;3.07;0.84;9.2
214;Portugal;His skills show in this rich, powerful, finely balanced wine, It has layers of black berry fruits, damsons, bitter chocolate and a good core of acidity, Give this impressive wine 3–4 years,;Rapariga da Quinta Reserva;94;23;Alentejano;Michael Schachner;Luis Duarte 2008 Rapariga da Quinta Reserva Red (Alentejano);Portuguese Red;Luis Duarte;12.5;0.28;0.54;2.3;0.082;12;29;0.9997;3.11;1.36;9.8
215;Portugal;Rich, but structured and balanced, this is a wine that has delicious swathes of ripe blackberry and black plum, There is a touch of bitter extract, but this will integrate as the wine ages, The acidity goes well with the solid tannins, Drink from 2016,;Monsaraz Reserva;90;16;Alentejo;Michael Schachner;Cooperativa Reguengos de Monsaraz 2011 Monsaraz Reserva Red (Alentejo);Portuguese Red;Cooperativa Reguengos de Monsaraz;10.4;0.52;0.45;2;0.08;6;13;0.99774;3.22;0.76;11.4
216;Portugal;A firmly structured wine that boasts firm, dry tannins, rich black berry and plum fruits, and a hint of wood, This is deliciously ripe, juicy, packed with warm fruit flavors, sweet and rich,;;90;;Douro;Paul Gregutt;Burmester 2006 Red (Douro);Portuguese Red;Burmester;10.4;0.52;0.45;2;0.08;6;13;0.99774;3.22;0.76;11.4
217;Portugal;This fruity wine is made to be drunk young, It has soft tannins, perfumed blackberry fruit and just enough acidity, Smoothly textured, it's a great barbecue-style of red, The wine is named after the vineyard rather than after the literal Portuguese meaning of “scantily dressed,” Drink now,;Pouca Roupa Tinto;86;13;Alentejano;Virginie Boone;J, Portugal Ramos 2015 Pouca Roupa Tinto Red (Alentejano);Portuguese Red;J, Portugal Ramos;8.6;0.635;0.68;1.8;0.403;19;56;0.99632;3.02;1.15;9.3
218;Portugal;This attractive wine is full of ripe fruit, with soft tannins and only light acidity, It is developing well, Drink this wine from late 2017,;Terras do Grifo;86;14;Douro;Anna Lee C. Iijima;Rozes 2013 Terras do Grifo Red (Douro);Portuguese Red;Rozes;7.5;0.58;0.2;2;0.073;34;44;0.99494;3.1;0.43;9.3
219;Portugal;This is a ripe, impressively rich wine, With dense tannins, spice and layers of black fruits it is concentrated, wearing its high alcohol easily, It comes from one of the home estates of Casa Santos Lima in the heart of the Lisboa region, Drink this wine from 2018,;Quinta do Espírito Santo;90;15;Lisboa;Roger Voss;Casa Santos Lima 2015 Quinta do Espírito Santo Red (Lisboa);Portuguese Red;Casa Santos Lima;6.9;0.45;0.11;2.4;0.043;6;12;0.99354;3.3;0.65;11.4
220;Portugal;Aged for 12 months in wood, this smooth, ripe wine is already rich and delicious, Its structure is well integrated into the berry fruits and acidity, It's ready to drink from 2018,;Rapariga da Quinta Colheita Seleccionada Tinto;90;16;Alentejano;Susan Kostrzewa;Luis Duarte 2015 Rapariga da Quinta Colheita Seleccionada Tinto Red (Alentejano);Portuguese Red;Luis Duarte;6.6;0.58; -   ;2.2;0.1;50;63;0.99544;3.59;0.68;11.4
221;Portugal;This is a dark and dense wine that has solid perfumed fruits, The tannins, still dry, are partnered with blackberry fruits, spice and just a touch of wood, The wine needs to age, so wait until 2016,;Azul Portugal Colheita;87;;Alentejano;Joe Czerwinski;Wines & Winemakers 2012 Azul Portugal Colheita Red (Alentejano);Portuguese Red;Wines & Winemakers;8.8;0.47;0.49;2.9;0.085;17;110;0.9982;3.29;0.6;9.8
222;Portugal;Concentrated tannins give this wine from organic grapes a powerful structure, For balance, it also has a more fruity character that offers blackberry and black plums, The dense texture means it needs to age until 2015,;;86;19;Douro;Roger Voss;Quinta do Romeu 2010 Red (Douro);Portuguese Red;Quinta do Romeu;6.5;0.52;0.11;1.8;0.073;13;38;0.9955;3.34;0.52;9.3
223;Portugal;Just lightly structured, this is a delicious, fruity wine, With soft tannins and rounded black fruits, it's fresh and fragrant, Wood flavors support the fruitiness, Full-bodied and ripe, it's ready to drink,;Pancas;86;12;Lisboa;Roger Voss;Companhia das Quintas 2012 Pancas Red (Lisboa);Portuguese Red;Companhia das Quintas;7.7;0.75;0.27;3.8;0.11;34;89;0.99664;3.24;0.45;9.3
224;Portugal;The wine is ripe, generous and lightly structured, Black currant and black plum fruits surround a dry core that gives texture, It's not for long-term aging,;Tapada dos Coelheiros;86;38;Alentejano;Michael Schachner;Herdade dos Coelheiros 2009 Tapada dos Coelheiros Red (Alentejano);Portuguese Red;Herdade dos Coelheiros;7.4;0.7; -   ;1.9;0.076;11;34;0.9978;3.51;0.56;9.4
225;Portugal;A smooth and fruity wine that has soft tannins and a rich, juicy character, It is full of damson and black plum fruits, ripe and jammy at the end, Drink now,;;86;12;Douro;Michael Schachner;Barão de Vilar 2012 Red (Douro);Portuguese Red;Barão de Vilar;7.4;0.7; -   ;1.9;0.076;11;34;0.9978;3.51;0.56;9.4
226;Portugal;Named after the dovecote on the Vesuvio estate, this wine comes from low-yield vines, It is certainly concentrated while preserving plenty of open fruit, The black-cherry and blackberry flavors are combined with some firm dry tannins that will allow the wine to age further, Drink from 2019,;Pombal do Vesuvio;91;26;Douro;Susan Kostrzewa;Quinta do Vesuvio 2015 Pombal do Vesuvio Red (Douro);Portuguese Red;Quinta do Vesuvio;7.4;0.6;0.26;2.1;0.083;17;91;0.99616;3.29;0.56;9.8
227;Portugal;Dense and powerful, this is an impressively concentrated and intense wine, It brings out rich tannins, equally rich black plum and spice flavors, a layer of smokiness plus a strong slash of minerality that cuts across the texture, For aging 5–6 years,;Grande Reserva;92;37;Douro;Michael Schachner;Quinta do Portal 2006 Grande Reserva Red (Douro);Portuguese Red;Quinta do Portal;10.4;0.52;0.45;2;0.08;6;13;0.99774;3.22;0.76;11.4
228;Portugal;Ripe and spicy, this is an impressive, solid, new wood-dominated wine, The tannins come from high toast as well as the concentrated blackberry juice fruits, That makes it dry, a wine that needs to soften, But it has all the intensity that are the hallmarks of top Douro wines, so try it again in a year,;Quinta das Tecedeiras Reserva;92;34;Douro;Michael Schachner;Dão Sul 2005 Quinta das Tecedeiras Reserva Red (Douro);Portuguese Red;Dão Sul;10.4;0.52;0.45;2;0.08;6;13;0.99774;3.22;0.76;11.4
229;Portugal;Blending Touriga Franca, Syrah and Alicante Bouschet, this is an attractive young wine, With both acidity and tannins already integrated into the ripe black fruit, it is a wine to drink young,;;85;15;Tejo;Roger Voss;Terra Silvestre 2015 Red (Tejo);Portuguese Red;Terra Silvestre;6.6;0.61;0.01;1.9;0.08;8;25;0.99746;3.69;0.73;10.5
230;Portugal;With the smooth Touriga Franca and Tinta Roriz making up the body of this ripe wine, it has a generous, fruity character, The tannins are a support to this fine fruit and rich aftertaste, Drink this young wine now for its fruit or wait until 2018 for it to soften and round,;Colheita;85;12;Douro;Michael Schachner;Casa de Cambres 2015 Colheita Red (Douro);Portuguese Red;Casa de Cambres;7;0.51;0.09;2.1;0.062;4;9;0.99584;3.35;0.54;10.5
231;Portugal;This wood-aged reserve wine has structure and fine dry tannins, Under that the black fruits are still developing, Give it another year in the cellar before drinking,;Reserva;85;13;Tejo;Lauren Buzzeo;Casal da Coelheira 2014 Reserva Red (Tejo);Portuguese Red;Casal da Coelheira;7.1;0.46;0.14;2.8;0.076;15;37;0.99624;3.36;0.49;10.7
232;Portugal;Rich and spicy, this complex blend holds Touriga Nacional, Trincadeira and Aragonez, It has juicy fruits and balanced tannins, black currant fruitiness and delicious acidity, With a touch of spice and an herbal backdrop, the wine is ripe and ready to go,;Terras de Fialho;90;;Alentejano;Roger Voss;Lusovini 2011 Terras de Fialho Red (Alentejano);Portuguese Red;Lusovini;10.4;0.43;0.5;2.3;0.068;13;19;0.996;3.1;0.87;11.4
233;Portugal;Rich, structured while also juicy, this is a complex wine, A strongly mineral, steely character supports juicy berry fruits and ripe acidity, The wine is dry, but the great fruitiness gives it an attractive future, Drink from 2016,;Ribeiro Santo Reserva;90;;Dão;Michael Schachner;Magnum Vinhos 2010 Ribeiro Santo Reserva Red (Dão);Portuguese Red;Magnum Vinhos;7;0.54; -   ;2.1;0.079;39;55;0.9956;3.39;0.84;11.4
234;Portugal;There is a curious petrol aroma to this wine, Even so, the red berry flavor is attractive and fresh, and the acidity is lean,;Colheita Seleccionada;84;15;Tejo;Anne Krebiehl MW;Herdade dos Templários 2010 Colheita Seleccionada Red (Tejo);Portuguese Red;Herdade dos Templários;10.1;0.935;0.22;3.4;0.105;11;86;1.001;3.43;0.64;11.3
235;Portugal;Smooth wine, the wood aging underlaying the cherry and ripe plum fruit flavors, It is powerful, yes, although there is a great sense of style from the ripe fruit integrated into rich tannins and final acidity,;Vale de Cavalos;91;20;Douro;Virginie Boone;Poças 2008 Vale de Cavalos Red (Douro);Portuguese Red;Poças;8;0.77;0.32;2.1;0.079;16;74;0.99656;3.27;0.5;9.8
236;Portugal;A firm wine, based on dry tannins and some dense fruit, It has acidity, driven by black berry flavors, The core of the wine is dry, both from wood and acidity, and it will benefit from 2–3 years' aging,;Mural Reserva;91;10;Douro;Michael Schachner;Quinta do Portal 2007 Mural Reserva Red (Douro);Portuguese Red;Quinta do Portal;8.6;0.49;0.28;1.9;0.11;20;136;0.9972;2.93;1.95;9.9
237;Portugal;Meandro, named after the horseshoe bend on the Douro that surrounds the Vale Meão vineyard, is the second wine from this quinta, In its own right, it is a fine wine, solidly based around smooth, rich black berry fruits and spice, Age for 5–6 years at least,;Meandro do Vale Meão;91;24;Douro;Michael Schachner;Quinta do Vale Meão 2008 Meandro do Vale Meão Red (Douro);Portuguese Red;Quinta do Vale Meão;8.6;0.49;0.28;1.9;0.11;20;136;0.9972;2.93;1.95;9.9
238;Portugal;A dense wine with great spicy fruit, open and generous, This is a wine that feels powerful, structured and concentrated, It needs aging for at least 3–4 years,;Colheita;91;20;Douro;Michael Schachner;Duorum 2009 Colheita Red (Douro);Portuguese Red;Duorum;7.9;1.04;0.05;2.2;0.084;13;29;0.9959;3.22;0.55;9.9
239;Portugal;Soft tannins and bright acidity give a wine that's ready to drink, Juicy red berry fruits dominate, with tannins just in the background,;Chão das Rolas;85;11;Península de Setúbal;Joe Czerwinski;Herdade da Comporta 2013 Chão das Rolas Red (Península de Setúbal);Portuguese Red;Herdade da Comporta;7.1;0.46;0.14;2.8;0.076;15;37;0.99624;3.36;0.49;10.7
240;Portugal;Smooth and ripe, this is a softly textured, caramel-flavored wine, It does have a dry element, but the main thrust is full of juicy acidity, Ready to drink now,;Terra Chã;85;13;Tejo;Joe Czerwinski;Casal do Conde 2010 Terra Chã Red (Tejo);Portuguese Red;Casal do Conde;8.5;0.34;0.44;1.7;0.079;6;12;0.99605;3.52;0.63;10.7
241;Portugal;A solid, tannic wine that has both great rich fruits and a dry core that needs to soften with age, It tastes powerful without sacrificing a perfumed and floral elegance, This is a serious wine, with a dense texture and potential, Drink from 2016,;;90;13;Douro;Anna Lee C. Iijima;Kopke 2011 Red (Douro);Portuguese Red;Kopke;7.5;0.38;0.57;2.3;0.106;5;12;0.99605;3.36;0.55;11.4
242;Portugal;This is a spicy, rich, smooth wine, immediately attractive and ready to drink, It has ripe tannins, black fruits in abundance and delicious acidity to give a lift, It's a classic barbecue wine and great for summer parties,;Quinta das Setencostas;87;8;Alenquer;Joe Czerwinski;Casa Santos Lima 2009 Quinta das Setencostas Red (Alenquer);Portuguese Red;Casa Santos Lima;8.2;0.39;0.38;1.5;0.058;10;29;0.9962;3.26;0.74;9.8
243;Portugal;The second label of Alorna, Portal da Aguia wines develop early, This bright and fruity red is based around soft tannins, very ripe fruits and a juicy, full-in-the-mouth texture, It needs little time to age, so drink from the end of 2014,;Portal da Aguia Tinto;87;11;Tejo;Joe Czerwinski;Quinta da Alorna 2011 Portal da Aguia Tinto Red (Tejo);Portuguese Red;Quinta da Alorna;8.5;0.46;0.31;2.25;0.078;32;58;0.998;3.33;0.54;9.8
244;Portugal;This juicy, fruity wine comes from an estate once owned by the Knights Templar, Full of red berry flavors and acidity, it has a light touch along with a layer of tannins and signs of wood aging, It's likely to age quickly, Drink now,;Herdade dos Templarios Colheita Seleccionada;87;15;Tejo;Kerin O’Keefe;Quinta do Cavalinho 2012 Herdade dos Templarios Colheita Seleccionada Red (Tejo);Portuguese Red;Quinta do Cavalinho;9.2;0.92;0.24;2.6;0.087;12;93;0.9998;3.48;0.54;9.8
245;Portugal;Totally mature, this shows a rustic character and firm, tarry tannins, It is weighty and dense, with a patina of sweet flavors that come with age, Drink it over the next few months,;Reserva;87;28;Alentejo;Jeff Jenssen;Monte da Penha 2005 Reserva Red (Alentejo);Portuguese Red;Monte da Penha;9.9;0.74;0.28;2.6;0.078;21;77;0.998;3.28;0.51;9.8
246;Portugal;"Soft, warm and lightly tannic, this has an herbaceous character, Its fresh acidity balances its black currant flavor, It is fragrant, fruity and mature; ready to drink,";Montefino;87;10;Alentejano;Virginie Boone;Monte da Penha 2007 Montefino Red (Alentejano);Portuguese Red;Monte da Penha;8.1;0.87; -   ;2.2;0.084;10;31;0.99656;3.25;0.5;9.8
247;Portugal;This big, spicy wine is dominated by licorice and heavy toast wood flavors, It is rich and full of black plum skins with only a hint of acidity, The aftertaste is sharp and bitter,;Terraços do Tejo;84;13;Tejo;Roger Voss;Casal da Coelheira 2010 Terraços do Tejo Red (Tejo);Portuguese Red;Casal da Coelheira;8.3;0.845;0.01;2.2;0.07;5;14;0.9967;3.32;0.58;11
248;Portugal;Winemaker Francisco Olazabal, from Quinta do Vale Meão, produces this ripe, smoky wine from vineyards above the Douro River, Lab (as in Labrador) is fruity, with a cool element that brings in tannins as well as immediately attractive red fruits, Drink now,;Lab Premium;88;15;Douro;Anna Lee C. Iijima;Quinta de Porrais 2012 Lab Premium Red (Douro);Portuguese Red;Quinta de Porrais;8.7;0.82;0.02;1.2;0.07;36;48;0.9952;3.2;0.58;9.8
249;Portugal;Everything is in place in this structured wine that's packed with big berry fruits that give a delicious succulence, At the same time, the tannins offer richness and concentration, It's almost ready to drink,;Quinta de São João Cuvée RB;88;12;Tejo;Virginie Boone;Pinhal da Torre 2010 Quinta de São João Cuvée RB Red (Tejo);Portuguese Red;Pinhal da Torre;9.9;0.35;0.55;2.1;0.062;5;14;0.9971;3.26;0.79;10.6
250;Portugal;This second wine from Quinta de Roriz is ripe, structured and rich with plum fruits and sweet tannins, Some minerality brings out the texture, but the main pleasure of this wine is the great smooth fruit, It's ready to drink, although it will be better from 2016,;Prazo de Roriz;88;15;Douro;Joe Czerwinski;Prats & Symington LDA 2012 Prazo de Roriz Red (Douro);Portuguese Red;Prats & Symington LDA;9.6;0.68;0.24;2.2;0.087;5;28;0.9988;3.14;0.6;10.2
251;Portugal;An earthy wine, with a strong herb and spice character, The fruit is fresh, laced with black currant acidity and soft tannins, A fine, food-friendly wine, ready to drink,;Cister da Ribeira;85;9;Douro;Roger Voss;Quinta de Ventozelo 2009 Cister da Ribeira Red (Douro);Portuguese Red;Quinta de Ventozelo;8.1;0.33;0.44;1.5;0.042;6;12;0.99542;3.35;0.61;10.7
252;Portugal;A Santos Lima estate-grown blend of Shiraz and Touriga Nacional, this is a ripe, spicy wine that shows its wood aging strongly, Rich tannins and red fruits are melded with acidity and a juicy, fruity aftertaste, Drink now,;Cigarra Reserva;88;20;Lisboa;Anna Lee C. Iijima;Casa Santos Lima 2014 Cigarra Reserva Red (Lisboa);Portuguese Red;Casa Santos Lima;9.3;0.27;0.41;2;0.091;6;16;0.998;3.28;0.7;9.7
253;Portugal;This has big red berry flavors along with intense acidity topped by the dark, dry tannic structure, It will need some aging, so drink from 2017,;Orquestra;86;10;Alentejano;Roger Voss;Perescuma 2013 Orquestra Red (Alentejano);Portuguese Red;Perescuma;7.4;0.66; -   ;1.8;0.075;13;40;0.9978;3.51;0.56;9.4
254;Portugal;With its classic blend of Douro grapes, this is a serious, structured wine from the heart of the valley, It has a leathery edge from dry tannins along with dense black fruit and wood aging flavors, It still needs cellaring, so drink from 2017,;;90;15;Douro;Joe Czerwinski;Quinta das Carvalhas 2012 Red (Douro);Portuguese Red;Quinta das Carvalhas;7.5;0.38;0.57;2.3;0.106;5;12;0.99605;3.36;0.55;11.4
255;Portugal;This is a powerful wine, although it wears its density easily, There is a streak of acidity that gives the wine its juicy, attractive character, Black fruits and firm tannins are equally to the fore along with a powerful, concentrated texture, The wine is still aging and will be ready to drink from 2018,;Gáudio Clássico Reserva;92;39;Alentejano;Kerin O’Keefe;Ribafreixo 2012 Gáudio Clássico Reserva Red (Alentejano);Portuguese Red;Ribafreixo;8.2;0.51;0.24;2;0.079;16;86;0.99764;3.34;0.64;9.5
256;Portugal;Soft, attractive wine whose lightness is belied by its 14% alcohol, That makes it balanced, the black cherry flavors well integrated with the easy tannins, light spice and acidity, Drink this year,;Loios;86;10;Alentejano;Virginie Boone;J, Portugal Ramos 2009 Loios Red (Alentejano);Portuguese Red;J, Portugal Ramos;7.9;0.6;0.06;1.6;0.069;15;59;0.9964;3.3;0.46;9.4
257;Portugal;On the Atlantic coast, south of Lisbon, the Herdade da Comporta style is rich, soft wines, generous in their warm tannins, The 2007 shows ripe fruit, figs, chocolate and plum flavors and dense texture,;;90;16;Península de Setúbal;Roger Voss;Herdade da Comporta 2007 Red (Península de Setúbal);Portuguese Red;Herdade da Comporta;7.5;0.31;0.41;2.4;0.065;34;60;0.99492;3.34;0.85;11.4
258;Portugal;The structure is the thing here, a square, firmly tannic wine, The dry core of this impressive wine spreads out to the dark plum skin and loganberry flavors, solid and finely angled,;Colheita;90;19;Dão;Paul Gregutt;Vinha Paz 2008 Colheita Red (Dão);Portuguese Red;Vinha Paz;7.4;0.62;0.05;1.9;0.068;24;42;0.9961;3.42;0.57;11.5
259;Portugal;Classic tannic Dão Touriga Nacional, packed with minerality, dark and dry tannins, firm and with a good juicy final character, Part of a range of wines from across the country under the name Azul Portugal,;Azul Portugal;90;10;Dão;Joe Czerwinski;Wines & Winemakers 2008 Azul Portugal Red (Dão);Portuguese Red;Wines & Winemakers;12.4;0.49;0.58;3;0.103;28;99;10.008;3.16;1;11.5
260;Portugal;A wine only made in the best years, this is rich, softly textured, opulent and ripe wine, It is a powerful statement of sweet plums, arabica coffee, dark tannins, immense rich concentration,;Escultor;90;89;Alentejano;Joe Czerwinski;Monte do Pintor 2007 Escultor Red (Alentejano);Portuguese Red;Monte do Pintor;10.3;0.5;0.42;2;0.069;21;51;0.9982;3.16;0.72;11.5
261;Portugal;There is dense chocolate and sweet berry flavors in this still young wine, its complex density still working its way through the solid fruit flavors and richness, It is powerful, yet still elegant,;Reserva;90;44;Lisboa;Michael Schachner;Quinta de Sant'Ana 2006 Reserva Red (Lisboa);Portuguese Red;Quinta de Sant'Ana;6.6;0.39;0.49;1.7;0.07;23;149;0.9922;3.12;0.5;11.5
262;Portugal;A soft, earthy wine with light fruits and plum jelly flavors, It is a wine that should be drunk young to enjoy its balance of fruitiness, acidity and light tannins, Screwcap,;Ciconia;85;10;Alentejano;Joe Czerwinski;Herdade de São Miguel 2010 Ciconia Red (Alentejano);Portuguese Red;Herdade de São Miguel;7.7;0.6; -   ;2.6;0.055;7;13;0.99639;3.38;0.56;10.8
263;Portugal;Ripe fruit, good, even high acidity, a touch of wood: everything is here, except for the nagging edge of rusticity that often pervades the Carmo estate wine, It needs more polish,;;86;26;Alentejano;Joe Czerwinski;Quinta do Carmo 2004 Red (Alentejano);Portuguese Red;Quinta do Carmo;8.5;0.49;0.11;2.3;0.084;9;67;0.9968;3.17;0.53;9.4
264;Portugal;The wine is rich, possibly too rich with its dark tannins and tarry character, While there are plenty of black plum fruits, there is also some bitter licorice that comes from extraction during winemaking, Considering its age, it is likely this character will remain, The wine is ready to drink,;LVW;86;10;Douro;Roger Voss;H, Abrantes Douro Wines 2011 LVW Red (Douro);Portuguese Red;H, Abrantes Douro Wines;7.1;0.71; -   ;1.9;0.08;14;35;0.9972;3.47;0.55;9.4
265;Portugal;Named after the river that flows through the Dão region, this wine is powerful, concentrated and serious, Still young and full of tannins, it also has ripe black fruits and balancing acidity, The structure brings out the granite soil of the region, with its dark, brooding quality, This is a fine wine that needs to age, Drink from 2018,;Quinta do Mondego;93;25;Dão;Roger Voss;Fontes da Cunha 2010 Quinta do Mondego Red (Dão);Portuguese Red;Fontes da Cunha;11.8;0.33;0.49;3.4;0.093;54;80;10.002;3.3;0.76;10.7
266;Portugal;Piled high with tannins, José Perdigão's dark, firm wine is structured and rich, A blend of 35% each of Tinta Roriz and Jaen, 20% Touriga Nacional and 10% Alfrocheiro enmeshed in new French barrels for 12 months, it shows black plum, dark chocolate and spice tones alongside bright acidity, It is still working its way through the dry core of tannins and will certainly be better to drink from 2019,;;92;40;Dão;Roger Voss;Quinta do Perdigão 2009 Red (Dão);Portuguese Red;Quinta do Perdigão;7.3;0.4;0.3;1.7;0.08;33;79;0.9969;3.41;0.65;9.5
267;Portugal;Vines in the Douro Superior, the remote area in the eastern edges of the Douro wine region, go into this firm wine, With its dry tannins and firm structure, the wine is always going to be powerful, It has spice and rich blackberry and damson fruits, The aftertaste brings in acidity, Drink this wine now, but don't forget to let it breathe for a couple of hours,;Vinha da Urze Grande Reserva Tinto;92;34;Douro;Roger Voss;Rui Roboredo Madeira 2010 Vinha da Urze Grande Reserva Tinto Red (Douro);Portuguese Red;Rui Roboredo Madeira;8.2;0.38;0.32;2.5;0.08;24;71;0.99624;3.27;0.85;11
268;Portugal;Produced from a field blend of old vines (Vinhas Velhas), this rich wine is powerfully structured, It has dark tannins and great concentration, balancing rich plum flavors and acidity with firm structure, This is a wine for serious aging, don't drink before 2020,;Lua Cheia em Vinhas Velhas Reserva Especial;92;22;Douro;Roger Voss;Wines & Winemakers 2015 Lua Cheia em Vinhas Velhas Reserva Especial Red (Douro);Portuguese Red;Wines & Winemakers;6.9;0.45;0.11;2.4;0.043;6;12;0.99354;3.3;0.65;11.4
269;Portugal;This is a structured wine, probably because of the Touriga Nacional in the blend, That also gives a perfumed edge to this ripe, full wine with its juicy red fruit acidity, It is fruity and will be ready to drink from late 2016,;Casaleiro Colheita Seleccionada;86;6;Tejo;Joe Czerwinski;Caves Velhas 2015 Casaleiro Colheita Seleccionada Red (Tejo);Portuguese Red;Caves Velhas;8.6;0.38;0.36;3;0.081;30;119;0.997;3.2;0.56;9.4
270;Portugal;This is the entry-level wine at Passadouro, with generous fruits and black plum flavors, It has spice from the wood aging along with generous tannins that don't detract from the rich nature and open fruits, The aftertaste shows a wine that is ready to drink,;Passa;86;15;Douro;Michael Schachner;Quinta do Passadouro 2013 Passa Red (Douro);Portuguese Red;Quinta do Passadouro;7.5;0.63;0.12;5.1;0.111;50;110;0.9983;3.26;0.77;9.4
271;Portugal;Although based in Bairrada, further south, Messias does have considerable interests in the Douro, This wine, with its firm, mineral structure, brings out the tannins and concentration of the Douro, That goes with the black fruit flavors that are dark and dry, Drink this wine now,;Messias Selection;86;8;Douro;Joe Czerwinski;Messias 2013 Messias Selection Red (Douro);Portuguese Red;Messias;7.8;0.43;0.7;1.9;0.464;22;67;0.9974;3.13;1.28;9.4
272;Portugal;This is a concentrated, extracted wine, packed with black fruits and firm tannins, As a reserva, it is constructed for aging, both sweetly fruity and darkly structured, It has all the richness of Alentejano fruit, while still keeping some acidity and freshness to finish,;Alento Reserva;91;26;Alentejano;Michael Schachner;Monte Branco 2010 Alento Reserva Red (Alentejano);Portuguese Red;Monte Branco;8;0.38;0.06;1.8;0.078;12;49;0.99625;3.37;0.52;9.9
273;Portugal;A selection of wines made after harvest, this Reserva is a firm, perfumed, structured wine, It has powerful tannins that go with the black fruits and acidity, but it's also deliciously juicy—a powerful and ripe wine that will improve for several years,;Padre Pedro Reserva;91;18;Tejo;Joe Czerwinski;Casa Cadaval 2010 Padre Pedro Reserva Red (Tejo);Portuguese Red;Casa Cadaval;7.3;0.66; -   ;2;0.084;6;23;0.9983;3.61;0.96;9.9
274;Portugal;The wine is soft, fruity and only light in texture, So although there are tannins, they are surrounded by superripe fruit, There is a touch of pepper from the alcohol that gives a burning sensation, Drink now,;Monte Mayor Reserva;84;14;Alentejano;Roger Voss;Adega Mayor 2013 Monte Mayor Reserva Red (Alentejano);Portuguese Red;Adega Mayor;6.5;0.67; -   ;4.3;0.057;11;20;0.99488;3.45;0.56;11.8
275;Portugal;The main estate wine from Chocapalha, this is firm, with a beautiful balance between tannins and fruit, Blackberry and wood-derived spice notes are cut with acidity, It's elegant and ready to drink,;;91;18;Lisboa;Roger Voss;Quinta de Chocapalha 2012 Red (Lisboa);Portuguese Red;Quinta de Chocapalha;7.3;0.66; -   ;2;0.084;6;23;0.9983;3.61;0.96;9.9
276;Portugal;This wine heads the range of good value wines under the Monte Alentejano name, It has some weight and a tangy, structured character, and has not lost its black-plum flavors, Drink now,;Monte Alentejano Reserva;88;10;Alentejano;Joe Czerwinski;DFJ Vinhos 2007 Monte Alentejano Reserva Red (Alentejano);Portuguese Red;DFJ Vinhos;9.6;0.68;0.24;2.2;0.087;5;28;0.9988;3.14;0.6;10.2
277;Portugal;A soft, fruity wine, with spice, strawberry and currant flavors, It has a warm, open feel, with a hint of tannin, Its name refers to the winding Douro River Valley,;Twisted;88;18;Douro;Michael Schachner;Niepoort 2009 Twisted Red (Douro);Portuguese Red;Niepoort;10.6;0.28;0.39;15.5;0.069;6;23;10.026;3.12;0.66;9.2
